PPN;level;GOK;parent;DE;query;EN;
GEOLEO43930;6;GEOLEO43930;GEOLEO43900;Mikrobiologische Aspekte {Kohlenwasserstofflagerstätten};lkl=VRE 430 or ((fbg=DK 553.98* or fbg=DK 622.33*) and (fbg=DK 579*));Microbiological Methods {Hydrocarbon Deposits};
GEOLEO43940;6;GEOLEO43940;GEOLEO43900;Metamorphose von Erdölen {Kohlenwasserstofflagerstätten};lkl=VRE 440 or ((fbg=DK 553.98* or fbg=DK 622.33*) and (fbg=DK 551.25));Metamorphism of Petroleum {Hydrocarbon Deposits};
GEOLEO43950;6;GEOLEO43950;GEOLEO43900;Hydrogeologische Aspekte {Kohlenwasserstofflagerstätten};lkl=VRE 450 or ((fbg=DK 553.98*) and (fbg=DK 556.3*));Hydrogeological Methods {Hydrocarbon Deposits};
GEOLEO43960;5;GEOLEO43960;GEOLEO43800;Migration von Erdöl/Erdgas {Kohlenwasserstofflagerstätten};lkl=VRE 500 or ((fbg=DK 553.06 or fbg=DK 553.06) and (fbg=DK 553.98*));Migration of Crude Oil and Gas {Hydrocarbon Deposits};
GEOLEO43970;6;GEOLEO43970;GEOLEO43960;Hydrodynamische /Hydrostatische  Aspekte {Kohlenwasserstofflagerstätten};lkl=VRE 510 or ((fbg=DK 532.5 or fbg=DK 556.34) and (fbg=DK 553.98*));Hydrodynamic and Hydrostatic Aspects;
GEOLEO43980;5;GEOLEO43980;GEOLEO43800;Mutter- und Speichergesteine {Kohlenwasserstofflagerstätten};lkl=VRE 600 or ((fbg=DK 553.98*) and (fbg=DK 552.5*));Bed Rock and Reservoir Rocks {Hydrocarbon Deposits};
GEOLEO43990;5;GEOLEO43990;GEOLEO43800;Tektonik {Kohlenwasserstofflagerstätten};lkl=VRE 700 or ((fbg=DK 553.98*) and (fbg=DK 551.24*));Tectonics {Hydrocarbon Deposits};
GEOLEO44000;4;GEOLEO44000;GEOLEO43420;Kohlenlagerstätten;lkl=VRF 000 or ((fbg=DK 553.9*) not (fbg=DK 553.98*));Coal Deposits;
GEOLEO44010;5;GEOLEO44010;GEOLEO44000;Prospektion {Kohlenlagerstätten};lkl=VRF 100 or ((fbg=DK 550.8*) not (fbg=DK 553.98*) and (fbg=DK 553.9*));Prospection and Resource Calculations {Coal Deposits};
GEOLEO44020;5;GEOLEO44020;GEOLEO44000;Genese von Kohlenlagerstätten;lkl=VRF 200 or ((fbg=DK 553.06) and (fbg=DK 553.9*) not (fbg=DK 553.98*));Formation of Coal Deposits;
GEOLEO44030;5;GEOLEO44030;GEOLEO44000;Kohlengeologie;lkl=VRF 300 or ((fbg=DK 551.24* or fbg=DK 551.7*) and (fbg=DK 553.9*) not (fbg=DK 553.98*));Coal Geology in General;
GEOLEO44040;6;GEOLEO44040;GEOLEO44030;Geochemie der Kohle;lkl=VRF 310 or ((fbg=DK 550.4*) and (fbg=DK 553.9*) not (fbg=DK 553.98*));Coal Geochemistry;
GEOLEO44050;6;GEOLEO44050;GEOLEO44030;Petrographie der Kohle;lkl=VRF 320 or ((fbg=DK 552.57* or fbg=DK 552.1*) and (fbg=DK 553.9*) not (fbg=DK 553.98*));Coal Petrography;
GEOLEO44060;6;GEOLEO44060;GEOLEO44030;Flözparallelisierung, Kohlestratigraphie;lkl=VRF 330 or ((fbg=DK 551.7*) and (fbg=DK 553.9*) not (fbg=DK 553.98*));Coal Stratigraphy, Coal Seam Correlation;
GEOLEO44070;5;GEOLEO44070;GEOLEO44000;Steinkohlenlagerstätten;lkl=VRF 400 or (fbg=DK 553.94);Bituminous Coal Deposits;
GEOLEO44080;5;GEOLEO44080;GEOLEO44000;Braunkohlenlagerstätten;lkl=VRF 500 or (fbg=DK 553.96);Lignite Deposits;
GEOLEO44090;5;GEOLEO44090;GEOLEO44000;Torflagerstätten;lkl=VRF 600 or (fbg=DK 553.97);Peat Deposits;
GEOLEO44100;5;GEOLEO44100;GEOLEO44000;Sapropellagerstätten;lkl=VRF 700 or ((fbg=DK 551.312) and (fbg=DK 553*));Sapropel Deposits;
GEOLEO44110;4;GEOLEO44110;GEOLEO43420;Geothermalfelder;lkl=VRG 000 or (fbg=DK 553.7*);Geothermal Fields;
GEOLEO44115;4;GEOLEO44115;GEOLEO43420;Mineralwässer;lkl=VRH 000 or (fbg=DK 553.7*);Mineral Waters;
GEOLEO44120;3;GEOLEO44120;GEOLEO43200;Fossile Energieträger - Regional;lkl=VS 000 or ((fbg=DK 553.9*) and (fbg=DK 91*) not (fbg=DK 910*) not (fbg=DK 911*) not (fbg=DK 912*) and (fbg=DK 553.9*));Regional Fossil Fuels;
GEOLEO44130;4;GEOLEO44130;GEOLEO44120;Europa insgesamt {Fossile Energieträger};lkl=VSA 000 or ((fbg=DK 553.9*) and (fbg=DK 914));Europe as a Whole {Fossil Fuels};
GEOLEO44140;5;GEOLEO44140;GEOLEO44130;Mitteleuropa {Fossile Energieträger};lkl=VSB 000 or ((fbg=DK 553.9*) and (fbg=DK 914.3* or fbg=DK 914.94* or fbg=DK 914.971.2*) and (fbg=DK 553.9*));Central Europe {Fossil Fuels};
GEOLEO44150;6;GEOLEO44150;GEOLEO44140;Deutschland {Fossile Energieträger};lkl=VSB 100 or ((fbg=DK 553.9*) and (fbg=DK 914.321* or fbg=DK 914.30*) and (fbg=DK 553.9*));Germany {Fossil Fuels};
GEOLEO44160;6;GEOLEO44160;GEOLEO44140;Alpengebiet {Fossile Energieträger};lkl=VSB 200 or ((fbg=DK 553.9*) and (fbg=DK 914.30* or fbg=DK 914.36* or fbg=DK 914.94* or fbg=DK 913(234.3*) and (fbg=DK 553.9*));Alps {Fossil Fuels};
GEOLEO44170;5;GEOLEO44170;GEOLEO44130;Westeuropa {Fossile Energieträger};lkl=VSC 000 or ((fbg=DK 553.9*) and (fbg=DK 914.4* or fbg=DK 914.93* or fbg=DK 914.92* or fbg=DK 914.359* or fbg=DK 914.1* or fbg=DK 914.2*) and (fbg=DK 553.9*));Western Europe {Fossil Fuels};
GEOLEO44180;5;GEOLEO44180;GEOLEO44130;Nordeuropa {Fossile Energieträger};lkl=VSD 000 or ((fbg=DK 553.9*) and (fbg=DK 914.91* or fbg=DK 914.8* or fbg=DK 914.74*) and (fbg=DK 553.9*));Northern Europe {Fossil Fuels};
GEOLEO44190;5;GEOLEO44190;GEOLEO44130;Südosteuropa {Fossile Energieträger};lkl=VSE 000 or ((fbg=DK 553.9*) and (fbg=DK 914.97* or fbg=DK 914.98* or fbg=DK 914.96* or fbg=DK 914.95* or fbg=DK 914.99*) and (fbg=DK 553.9*));Southeast Europe {Fossil Fuels};
GEOLEO44200;5;GEOLEO44200;GEOLEO44130;Südeuropa {Fossile Energieträger};lkl=VSF 000 or ((fbg=DK 553.9*) and (fbg=DK 914.6* or fbg=DK 914.5*) and (fbg=DK 553.9*));Southern Europe {Fossil Fuels};
GEOLEO44210;5;GEOLEO44210;GEOLEO44130;Osteuropa und asiatische Teile der ehemaligen  Sowjetrepubliken {Fossile Energieträger};lkl=VSG 000 or ((fbg=DK 553.9*) and (fbg=DK 914.7* or fbg=DK 915.7*) and (fbg=DK 553.9*));Eastern Europe and Asian Parts of  thef ormer USS {Fossil Fuels};
GEOLEO44220;4;GEOLEO44220;GEOLEO44120;Asien insgesamt {Fossile Energieträger};lkl=VSH 000 or ((fbg=DK 553.9*) and (fbg=DK 915*));Asia as a Whole {Fossil Fuels};
GEOLEO44230;5;GEOLEO44230;GEOLEO44220;Vorderasien {Fossile Energieträger};lkl=VSI 000 or ((fbg=DK 553.9*) and (fbg=DK 915.3* or fbg=DK 915.5* or fbg=DK 915.6* or fbg=DK 915.8* or fbg=DK 915.491* or fbg=DK 914.79*) and (fbg=DK 553.9*));Near East {Fossil Fuels};
GEOLEO44240;5;GEOLEO44240;GEOLEO44220;Südasien {Fossile Energieträger};lkl=VSJ 000 or ((fbg=DK 553.9*) and (fbg=DK 915.4* or fbg=DK 915.81*) and (fbg=DK 553.9*));South Asia {Fossil Fuels};
GEOLEO44250;5;GEOLEO44250;GEOLEO44220;Zentralasien. Hochasien {Fossile Energieträger};lkl=VSK 000 or ((fbg=DK 553.9*) and (fbg=DK 915.75* or fbg=DK 915.74* or fbg=DK 915.81* or fbg=DK 915.17* or fbg=DK 915.15*) and (fbg=DK 553.9*));Central Asia {Fossil Fuels};
GEOLEO44260;5;GEOLEO44260;GEOLEO44220;Ostasien {Fossile Energieträger};lkl=VSL 000 or ((fbg=DK 553.9*) and (fbg=DK 915.1* or fbg=DK 915.2*) and (fbg=DK 553.9*));East Asia {Fossil Fuels};
GEOLEO44270;4;GEOLEO44270;GEOLEO44120;Afrika insgesamt {Fossile Energieträger};lkl=VSM 000 or ((fbg=DK 553.9*) and (fbg=DK 916*));Africa as a Whole {Fossil Fuels};
GEOLEO44280;5;GEOLEO44280;GEOLEO44270;Nordafrika {Fossile Energieträger};lkl=VSN 000 or ((fbg=DK 553.9*) and (fbg=DK 916.1* or fbg=DK 916.2* or fbg=DK 916.3* or fbg=DK 916.4* or fbg=DK 916.5*) and (fbg=DK 553.9*));North Africa {Fossil Fuels};
GEOLEO44290;5;GEOLEO44290;GEOLEO44270;Westafrika, Sudan und Guinealänder {Fossile Energieträger};lkl=VSO 000 or ((fbg=DK 553.9*) and (fbg=DK 916.6*));West Africa, Sudan, and Guinea Countries {Fossil Fuels};
GEOLEO44300;5;GEOLEO44300;GEOLEO44270;Zentralafrika {Fossile Energieträger};lkl=VSP 000 or ((fbg=DK 553.9*) and (fbg=DK 916.7 or fbg=DK 916.71* or fbg=DK 916.72* or fbg=DK 916.74* or fbg=DK 916.75* or fbg=DK 916.699*) and (fbg=DK 553.9*));Central Africa;
GEOLEO44310;5;GEOLEO44310;GEOLEO44270;Ostafrika mit Madagaskar {Fossile Energieträger};lkl=VSQ 000 or ((fbg=DK 553.9*) and (fbg=DK 916.91* or fbg=DK 916.76*) and (fbg=DK 553.9*));East Africa and Madagascar {Fossil Fuels};
GEOLEO44320;5;GEOLEO44320;GEOLEO44270;Südliches Afrika {Fossile Energieträger};lkl=VSR 000 or ((fbg=DK 553.9*) and (fbg=DK 916.79* or fbg=DK 916.8* or fbg=DK 916.73*) and (fbg=DK 553.9*));South Africa {Fossil Fuels};
GEOLEO44330;4;GEOLEO44330;GEOLEO44120;Australien {Fossile Energieträger};lkl=VSS 000 or ((fbg=DK 553.9*) and (fbg=DK 919.4*));Australia {Fossil Fuels};
GEOLEO44340;4;GEOLEO44340;GEOLEO44120;Ozeanien {Fossile Energieträger};lkl=VST 000 or ((fbg=DK 553.9*) and (fbg=DK 919*));Oceania {Fossil Fuels};
GEOLEO44350;4;GEOLEO44350;GEOLEO44120;Amerika insgesamt {Fossile Energieträger};lkl=VSU 000 or ((fbg=DK 553.9*) and (fbg=DK 917* or fbg=DK 918*) and (fbg=DK 553.9*));America as a Whole {Fossil Fuels};
GEOLEO44360;5;GEOLEO44360;GEOLEO44350;Nordamerika {Fossile Energieträger};lkl=VSV 000 or ((fbg=DK 553.9*) and (fbg=DK 917*) not (fbg=DK 917.2*));North America {Fossil Fuels};
GEOLEO44370;6;GEOLEO44370;GEOLEO44360;Kanada {Fossile Energieträger};lkl=VSV 100 or ((fbg=DK 553.9*) and (fbg=DK 917.1*));Canada {Fossil Fuels};
GEOLEO44380;6;GEOLEO44380;GEOLEO44360;USA {Fossile Energieträger};lkl=VSV 200 or ((fbg=DK 553.9*) and (fbg=DK 917.3*));USA {Fossil Fuels};
GEOLEO44385;6;GEOLEO44385;GEOLEO44360;Mexiko {Fossile Energieträger};lkl=VSV 300;Mexico {Fossil Fuels};
GEOLEO44390;5;GEOLEO44390;GEOLEO44350;Mittelamerika und Karibischer Raum {Fossile Energieträger};lkl=VSW 000 or ((fbg=DK 553.9*) and (fbg=DK 917.2*));Central America and the Caribbean {Fossil Fuels};
GEOLEO44400;5;GEOLEO44400;GEOLEO44350;Südamerika {Fossile Energieträger};lkl=VSX 000 or ((fbg=DK 553.9*) and (fbg=DK 918*));South America {Fossil Fuels};
GEOLEO44410;4;GEOLEO44410;GEOLEO44120;Polargebiete {Fossile Energieträger};lkl=VSY 000 or ((fbg=DK 553.9*) and (fbg=DK 919.8*) and (fbg=DK 919.9*) and (fbg=DK 553.9*));Polar Zone {Fossil Fuels};
GEOLEO44420;4;GEOLEO44420;GEOLEO44120;Meeresräume {Fossile Energieträger};lkl=VSZ 000 or ((fbg=DK 553.9*) and (fbg=DK 919*));Marine Regions {Fossil Fuels};
GEOLEO44422;5;GEOLEO44422;GEOLEO44420;Atlantischer Ozean {Fossile Energieträger};lkl=VSZ 100;Atlantic Ocean {Fossil Fuels};
GEOLEO44424;5;GEOLEO44424;GEOLEO44420;Indischer Ozean {Fossile Energieträger};lkl=VSZ 200;Indian Ocean {Fossil Fuels};
GEOLEO44426;5;GEOLEO44426;GEOLEO44420;Pazifischer Ozean {Fossile Energieträger};lkl=VSZ 300;Pacific Ocean {Fossil Fuels};
GEOLEO44430;3;GEOLEO44430;GEOLEO43200;Minerallagerstätten - Regional;lkl=VT 000 or ((fbg=DK 553*) and (fbg=DK 91*));Regional Mineral Deposits;
GEOLEO44440;4;GEOLEO44440;GEOLEO44430;Europa insgesamt {Rohstoffgeologie};lkl=VTA 000 or ((fbg=DK 553*) and (fbg=DK 914));Europe as a Whole {Mineral Deposits};
GEOLEO44450;5;GEOLEO44450;GEOLEO44440;Mitteleuropa {Rohstoffgeologie};lkl=VTB 000 or ((fbg=DK 553*) and (fbg=DK 914.3* or fbg=DK 914.94* or fbg=DK 914.971.2*) and (fbg=DK 553*));Central Europe {Mineral Deposits};
GEOLEO44460;6;GEOLEO44460;GEOLEO44450;Deutschland {Rohstoffgeologie};lkl=VTB 100 or ((fbg=DK 553*) and (fbg=DK 914.321* or fbg=DK 914.30*) and (fbg=DK 553*));Germany {Mineral Deposits};
GEOLEO44475;8;GEOLEO44475;GEOLEO44470;DDR {Rohstoffgeologie};lkl=VTB 105;German Democratic Republic {Mineral Deposits};
GEOLEO44470;7;GEOLEO44470;GEOLEO44460;Politische Länder {Deutschland: Rohstoffgeologie};lkl=VTB 110 or ((fbg=DK 553*) and (fbg=DK 914.30*));Federal States {Mineral Deposits};
GEOLEO44480;8;GEOLEO44480;GEOLEO44470;Baden-Württemberg {Rohstoffgeologie};lkl=VTB 111 or ((fbg=DK 553*) and (fbg=DK 914.30*));Baden-Wurttemberg {Mineral Deposits};
GEOLEO44490;8;GEOLEO44490;GEOLEO44470;Bayern {Rohstoffgeologie};lkl=VTB 112 or ((fbg=DK 553*) and (fbg=DK 914.30*));Bavaria {Mineral Deposits};
GEOLEO44500;8;GEOLEO44500;GEOLEO44470;Brandenburg, Sachsen-Anhalt und Mecklenburg-Vorpommern {Rohstoffgeologie};lkl=VTB 113 or ((fbg=DK 553*) and (fbg=DK 914.30*));Brandenburg, Saxony-Anhalt and Mecklenburg-Vorpommern {Mineral Deposits};
GEOLEO44510;8;GEOLEO44510;GEOLEO44470;Hessen, Rheinland- Pfalz und Saarland {Rohstoffgeologie};lkl=VTB 114 or ((fbg=DK 553*) and (fbg=DK 914.30*));Hesse, Rhineland-Palatinate and Saarland;
GEOLEO44520;8;GEOLEO44520;GEOLEO44470;Niedersachsen {Rohstoffgeologie};lkl=VTB 115 or ((fbg=DK 553*) and (fbg=DK 914.30*));Lower Saxony {Mineral Deposits};
GEOLEO44530;8;GEOLEO44530;GEOLEO44470;Nordrhein-Westfalen {Rohstoffgeologie};lkl=VTB 116 or ((fbg=DK 553*) and (fbg=DK 914.30*));North Rhine-Westphalia {Mineral Deposits};
GEOLEO44540;8;GEOLEO44540;GEOLEO44470;Sachsen {Rohstoffgeologie};lkl=VTB 117 or ((fbg=DK 553*) and (fbg=DK 914.30SN or fbg=DK 914.321*) and (fbg=DK 553*));Saxony {Mineral Deposits};
GEOLEO44550;8;GEOLEO44550;GEOLEO44470;Schleswig-Holstein und Hamburg {Rohstoffgeologie};lkl=VTB 118 or ((fbg=DK 553*) and (fbg=DK 914.30*));Schleswig-Holstein and Hamburg {Mineral Deposits};
GEOLEO44560;8;GEOLEO44560;GEOLEO44470;Thüringen {Rohstoffgeologie};lkl=VTB 119 or ((fbg=DK 553*) and (fbg=DK 914.30*));Thuringia {Mineral Deposits};
GEOLEO44570;7;GEOLEO44570;GEOLEO44460;Natürliche Regionen {Deutschland: Rohstoffgeologie};lkl=VTB 120 or ((fbg=DK 553*) and (fbg=DK 914.30*));Natural Regions {Mineral Deposits};
GEOLEO44580;8;GEOLEO44580;GEOLEO44570;Norddeutsche Senke {Rohstoffgeologie};lkl=VTB 121 or ((fbg=DK 553*) and (fbg=DK 914.30BE/BB or fbg=DK 914.30MV or fbg=DK 914.30SH/HH or fbg=DK 914.30SA or fbg=DK 914.30NI/HB or fbg=DK 914.30NW) and (fbg=DK 553*));North German Basin {Mineral Deposits};
GEOLEO44590;8;GEOLEO44590;GEOLEO44570;Mitteldeutsche Gebirgsschwelle {Rohstoffgeologie};lkl=VTB 122 or ((fbg=DK 553*) and (fbg=DK 914.30*));Central German Mountains {Mineral Deposits};
GEOLEO44600;8;GEOLEO44600;GEOLEO44570;Süd- und Südwestdeutschland {Rohstoffgeologie};lkl=VTB 123 or ((fbg=DK 553*) and (fbg=DK 914.30RP or fbg=DK 914.30BY or fbg=DK 914.30BW or fbg=DK 914.30SL) and (fbg=DK 553*));South and Southwest Germany {Mineral Deposits};
GEOLEO44610;6;GEOLEO44610;GEOLEO44450;Alpensystem {Rohstoffgeologie};lkl=VTB 200 or ((fbg=DK 553*) and (fbg=DK 914.30* or fbg=DK 914.36* or fbg=DK 914.94*) and (fbg=DK 553*));Alps {Mineral Deposits};
GEOLEO44620;6;GEOLEO44620;GEOLEO44450;Österreich {Rohstoffgeologie};lkl=VTB 300 or ((fbg=DK 553*) and (fbg=DK 914.36*));Austria {Mineral Deposits};
GEOLEO44630;6;GEOLEO44630;GEOLEO44450;Schweiz {Rohstoffgeologie};lkl=VTB 400 or ((fbg=DK 553*) and (fbg=DK 914.94*));Switzerland {Mineral Deposits};
GEOLEO44640;6;GEOLEO44640;GEOLEO44450;Tschechische Repuplik und Slowakei {Rohstoffgeologie};lkl=VTB 500 or ((fbg=DK 553*) and (fbg=DK 914.37*));Tschech Republic and Slovakia {Mineral Deposits};
GEOLEO44650;6;GEOLEO44650;GEOLEO44450;Polen {Rohstoffgeologie};lkl=VTB 600 or ((fbg=DK 553*) and (fbg=DK 914.38*));Poland {Mineral Deposits};
GEOLEO44660;5;GEOLEO44660;GEOLEO44440;Westeuropa {Rohstoffgeologie};lkl=VTC 000 or ((fbg=DK 553*) and (fbg=DK 914.4* or fbg=DK 914.93* or fbg=DK 914.92* or fbg=DK 914.359* or fbg=DK 914.1* or fbg=DK 914.2*) and (fbg=DK 553*));Western Europe {Mineral Deposits};
GEOLEO44670;6;GEOLEO44670;GEOLEO44660;Frankreich {Rohstoffgeologie};lkl=VTC 100 or ((fbg=DK 553*) and (fbg=DK 914.4*));France {Mineral Deposits};
GEOLEO44680;6;GEOLEO44680;GEOLEO44660;Britische Inseln {Rohstoffgeologie};lkl=VTC 200 or ((fbg=DK 553*) and (fbg=DK 914.10*));British Isles {Mineral Deposits};
GEOLEO44690;5;GEOLEO44690;GEOLEO44440;Nordeuropa {Rohstoffgeologie};lkl=VTD 000 or ((fbg=DK 553*) and (fbg=DK 914.91* or fbg=DK 914.8* or fbg=DK 914.74*) and (fbg=DK 553*));Northern Europe {Mineral Deposits};
GEOLEO44700;6;GEOLEO44700;GEOLEO44690;Dänemark {Rohstoffgeologie};lkl=VTD 100 or ((fbg=DK 553*) and (fbg=DK 914.89*));Denmark {Mineral Deposits};
GEOLEO44710;6;GEOLEO44710;GEOLEO44690;Schweden {Rohstoffgeologie};lkl=VTD 200 or ((fbg=DK 553*) and (fbg=DK 914.85*));Sweden {Mineral Deposits};
GEOLEO44720;6;GEOLEO44720;GEOLEO44690;Norwegen {Rohstoffgeologie};lkl=VTD 300 or ((fbg=DK 553*) and (fbg=DK 914.81*));Norway {Mineral Deposits};
GEOLEO44730;6;GEOLEO44730;GEOLEO44690;Finnland {Rohstoffgeologie};lkl=VTD 400 or ((fbg=DK 553*) and (fbg=DK 914.80*));Finland {Mineral Deposits};
GEOLEO44740;5;GEOLEO44740;GEOLEO44440;Südosteuropa {Rohstoffgeologie}  ;lkl=VTE 000 or ((fbg=DK 553*) and (fbg=DK 914.97* or fbg=DK 914.98* or fbg=DK 914.96* or fbg=DK 914.95* or fbg=DK 914.99*) and (fbg=DK 553*));Southeast Europe {Mineral Deposits};
GEOLEO44810;5;GEOLEO44810;GEOLEO44440;Südeuropa und Mittelmeergebiet {Rohstoffgeologie}  ;lkl=VTF 000 or ((fbg=DK 553*) and (fbg=DK 914.6* or fbg=DK 914.5*) and (fbg=DK 553*));Southern Europe and Mediterranean Region {Mineral Deposits};
GEOLEO44820;6;GEOLEO44820;GEOLEO44810;Iberische Halbinsel {Rohstoffgeologie}  ;lkl=VTF 100 or ((fbg=DK 553*) and (fbg=DK 914.6*));Iberian Peninsula {Mineral Deposits};
GEOLEO44830;6;GEOLEO44830;GEOLEO44810;Italien {Rohstoffgeologie}  ;lkl=VTF 200 or ((fbg=DK 553*) and (fbg=DK 914.50*));Italy {Mineral Deposits};
GEOLEO44840;6;GEOLEO44840;GEOLEO44810;Griechenland {Rohstoffgeologie}  ;lkl=VTF 300 or ((fbg=DK 553*) and (fbg=DK 914.95*));Greece {Mineral Deposits};
GEOLEO44850;5;GEOLEO44850;GEOLEO44440;Osteuropa und Asiatische Teile der ehemaligen Sowjetunion {Rohstoffgeologie}  ;lkl=VTG 000 or ((fbg=DK 553*) and (fbg=DK 914));Eastern Europe and Asian Parts of th former USSR {Mineral Deposits};
GEOLEO61550;6;GEOLEO61550;GEOLEO44850;Großregionen {Rohstoffgeologie};lkl=VTG 100 or ((fbg=DK 553*) and (fbg=DK 914.7* or fbg=DK 915.7*));Large Regions {Mineral Deposits};
GEOLEO61560;7;GEOLEO61560;GEOLEO61550;Europäische Plattform {Rohstoffgeologie};lkl=VTG 110;Europian Platform {Mineral Deposits};
GEOLEO61570;7;GEOLEO61570;GEOLEO61560;Baltischer Schild {Rohstoffgeologie};lkl=VTG 111 or ((fbg=DK 914.74*) and (fbg=DK 553*));Baltic Shield {Mineral Deposits};
GEOLEO61580;7;GEOLEO61580;GEOLEO61560;Ukrainischer Schild {Rohstoffgeologie};lkl=VTG 112 or ((fbg=DK 914.77*) and (fbg=DK 553*));Ukrainian Shield {Mineral Deposits};
GEOLEO61590;7;GEOLEO61590;GEOLEO61560;Russische Tafel {Rohstoffgeologie};lkl=VTG 113 or ((fbg=DK 914.70*) and (fbg=DK 553*));Russian Plain {Mineral Deposits};
GEOLEO61600;7;GEOLEO61600;GEOLEO61560;Petschora Becken {Rohstoffgeologie};lkl=VTG 114 or ((fbg=DK 553*) and (fbg=DK 914.705.31));Pechora Basin {Mineral Deposits};
GEOLEO61610;7;GEOLEO61610;GEOLEO61550;Ural-System und Randgebiete {Rohstoffgeologie};lkl=VTG 120 or ((fbg=DK 553*) and (fbg=DK 913(234.85*));Ural Mountains and Periphery {Mineral Deposits};
GEOLEO61620;7;GEOLEO61620;GEOLEO61550;Kaukasus und Randgebiete {Rohstoffgeologie};lkl=VTG 130 or ((fbg=DK 553*) and (fbg=DK 913(234.9* or fbg=DK 914.79));Caucasus and Periphery {Mineral Deposits};
GEOLEO61630;7;GEOLEO61630;GEOLEO61550;Westsibirsche Plattform. Unturanische Tafel {Rohstoffgeologie};lkl=VTG 140 or ((fbg=DK 553*) and (fbg=DK 915.711*));West Siberian Plate and Unturanian Plate {Mineral Deposits};
GEOLEO61640;7;GEOLEO61640;GEOLEO61550;Sibirische Tafel und Randgebiete {Rohstoffgeologie};lkl=VTG 150 or ((fbg=DK 553*) and (fbg=DK 915.715*));Siberian Platform and Periphery {Mineral Deposits};
GEOLEO61650;7;GEOLEO61650;GEOLEO61550;Zentral-kasachischer Schild und benachbarte Gebirgszüge {Rohstoffgeologie};lkl=VTG 160 or ((fbg=DK 915.743) and (fbg=DK 553*));Central Kazakh Plate and Periphery;
GEOLEO61660;7;GEOLEO61660;GEOLEO61550;Südsibirische Gebirge {Rohstoffgeologie};lkl=VTG 170 or ((fbg=DK 553*) and (fbg=DK 915.711.5 or fbg=DK 915.715.3 or fbg=DK 915.715.4 or fbg=DK 915.716));South-Sibirian Mountains {Mineral Deposits};
GEOLEO61670;7;GEOLEO61670;GEOLEO61550;Verkuoyansk-Chukotka Region {Rohstoffgeologie};lkl=VTG 180 or ((fbg=DK 553*) and (fbg=DK 915.716.51 or fbg=DK 915-715.6*));Verkhoyansk - Chukchi Region {Mineral Deposits};
GEOLEO61680;7;GEOLEO61680;GEOLEO61550;Koriakia-Kamtchatkasystem {Rohstoffgeologie};lkl=VTG 190 or ((fbg=DK 553*) and (fbg=DK 915.716.6*));Koryak-Kamchatka System {Mineral Deposits};
GEOLEO61690;6;GEOLEO61690;GEOLEO44850;Europäische politische Einheiten {Rohstoffgeologie};lkl=VTG 200 or ((fbg=DK 553*) and (fbg=DK 914));European Political Units {Mineral Deposits};
GEOLEO61700;7;GEOLEO61700;GEOLEO61690;Estland {Rohstoffgeologie};lkl=VTG 210 or ((fbg=DK 553*) and (fbg=DK 914.72*));Estonia {Mineral Deposits};
GEOLEO61710;7;GEOLEO61710;GEOLEO61690;Lettland {Rohstoffgeologie};lkl=VTG 220 or ((fbg=DK 553*) and (fbg=DK 914.73*));Latvia {Mineral Deposits};
GEOLEO61720;7;GEOLEO61720;GEOLEO61690;Litauen {Rohstoffgeologie};lkl=VTG 230 or ((fbg=DK 553*) and (fbg=DK 914.75*));Lithuania {Mineral Deposits};
GEOLEO61730;7;GEOLEO61730;GEOLEO61690;Weißrussland {Rohstoffgeologie};lkl=VTG 240 or ((fbg=DK 553*) and (fbg=DK 914.76*));Belarus {Mineral Deposits};
GEOLEO61740;7;GEOLEO61740;GEOLEO61690;Ukraine {Rohstoffgeologie};lkl=VTG 250 or ((fbg=DK 553*) and (fbg=DK 914.77*));Ukraine {Mineral Deposits};
GEOLEO61750;7;GEOLEO61750;GEOLEO61690;Russland {Rohstoffgeologie};lkl=VTG 260 or ((fbg=DK 553*) and (fbg=DK 914.70*));Russian Federation {Mineral Deposits};
GEOLEO61760;7;GEOLEO61760;GEOLEO61690;Moldawien {Rohstoffgeologie};lkl=VTG 270 or ((fbg=DK 553*) and (fbg=DK 914.789*));Moldova {Mineral Deposits};
GEOLEO61770;6;GEOLEO61770;GEOLEO44850;Asiatische politische Einheiten {Rohstoffgeologie};lkl=VTG 300 or ((fbg=DK 553*) and (fbg=DK 915.7*));Asian Political Units {Mineral Deposits};
GEOLEO61780;7;GEOLEO61780;GEOLEO61770;Armenien {Rohstoffgeologie};lkl=VTG 310 or ((fbg=DK 553*) and (fbg=DK 914.792.5*));Armenia {Mineral Deposits};
GEOLEO61790;7;GEOLEO61790;GEOLEO61770;Aserbeidschan {Rohstoffgeologie};lkl=VTG 320 or ((fbg=DK 553*) and (fbg=DK 914.792.4*));Azerbaijan {Mineral Deposits};
GEOLEO61800;7;GEOLEO61800;GEOLEO61770;Georgien {Rohstoffgeologie};lkl=VTG 330 or ((fbg=DK 553*) and (fbg=DK 914.792.2*));Georgian Republic {Mineral Deposits};
GEOLEO61810;7;GEOLEO61810;GEOLEO61770;Kasachstan {Rohstoffgeologie};lkl=VTG 340 or ((fbg=DK 553*) and (fbg=DK 915.74*));Kazakhstan {Mineral Deposits};
GEOLEO61820;7;GEOLEO61820;GEOLEO61770;Kirgisien {Rohstoffgeologie};lkl=VTG 350 or ((fbg=DK 553*) and (fbg=DK 915.752*));Kyrgyzstan {Mineral Deposits};
